cluster_id,price,price_score,distance_score,total_score,booked
14,139.0,0.5758094016778338,0.3612031592053186,0.46850628044157616,0
6,78.0,0.6738872837291717,0.5006265670715797,0.5872569254003757,1
13,139.1935272216797,0.5754837309503869,0.3383794642573495,0.45693159760386814,0
5,750.0,0.01977129655619525,0.44213566317611386,0.23095347986615455,0
0,185.0,0.49717556049220013,0.37995991086011455,0.43856773567615737,0
14,165.0,0.5315781946746934,0.3612031592053186,0.446390676940006,0
13,110.0,0.6237212622936004,0.3383794642573495,0.4810503632754749,0
11,98.0,0.6429154840843935,0.4364268459837921,0.5396711650340928,0
12,197.9041748046875,0.4749724101571904,0.44341685162762506,0.45919463089240775,0
14,240.0,0.4036715304051686,0.3612031592053186,0.3824373448052436,0
11,81.0,0.6693292523231212,0.4364268459837921,0.5528780491534566,0
12,65.0,0.6932539417000284,0.44341685162762506,0.5683353966638267,0
15,70.0,0.6858808142342471,0.3600194324977111,0.5229501233659791,0
11,178.67149353027344,0.5080740199050516,0.4364268459837921,0.47225043294442187,0
13,205.0,0.4627996491146506,0.3383794642573495,0.40058955668600005,0
11,310.0,0.29475169764738735,0.4364268459837921,0.36558927181558976,0
13,170.0,0.5229928652444716,0.3383794642573495,0.4306861647509106,0
3,500.0,0.10144080431020873,0.5029511644587252,0.302195984384467,0
12,60.0,0.700529568147152,0.44341685162762506,0.5719732098873885,0
12,75.0,0.6784126731850186,0.44341685162762506,0.5609147624063219,0
13,167.7899169921875,0.5267897015365083,0.3383794642573495,0.4325845828969289,0
13,100.0,0.6397462300048141,0.3383794642573495,0.48906284713108183,0
13,95.0,0.6476459393515785,0.3383794642573495,0.493012701804464,0
15,177.7874298095703,0.5095961110506733,0.3600194324977111,0.43480777177419216,0
6,150.0,0.5572023032223065,0.5006265670715797,0.528914435146943,0
18,130.0,0.5908775678567035,0.28521623539758845,0.438046901627146,0
14,171.27301025390625,0.5208046482943569,0.3612031592053186,0.4410039037498378,0
13,90.0,0.6554657131646161,0.3383794642573495,0.4969225887109828,0
7,190.1475524902344,0.4883123517836392,0.42951685900193737,0.4589146053927883,0
5,73.0,0.6814111645937697,0.44213566317611386,0.5617734138849417,0
13,114.0,0.6172323959478303,0.3383794642573495,0.47780593010258987,0
11,115.0,0.615603527206947,0.4364268459837921,0.5260151865953695,0
5,165.0,0.5315781946746934,0.44213566317611386,0.4868569289254036,0
11,96.0,0.6460722818886131,0.4364268459837921,0.5412495639362026,0
14,192.0471954345703,0.4850430497466287,0.3612031592053186,0.4231231044759737,0
5,102.0,0.6365647483510086,0.44213566317611386,0.5393502057635613,0
3,248.0,0.39047839931282874,0.5029511644587252,0.44671478188577696,0
18,350.0,0.24085921615972192,0.28521623539758845,0.2630377257786552,0
12,190.1475524902344,0.4883123517836392,0.44341685162762506,0.46586460170563215,0
13,103.0,0.6349694947748866,0.3383794642573495,0.4866744795161181,0
12,100.0,0.6397462300048141,0.44341685162762506,0.5415815408162196,0
9,147.9031524658203,0.5607633026079203,0.5029511644587252,0.5318572335333227,0
12,125.0,0.5991774840831461,0.44341685162762506,0.5212971678553856,0
11,157.0,0.5452738374448598,0.4364268459837921,0.49085034171432596,0
5,118.0,0.6107014727116578,0.44213566317611386,0.5264185679438858,0
12,300.0,0.30927153489993814,0.44341685162762506,0.3763441932637816,0
5,230.0,0.42035880617557253,0.44213566317611386,0.4312472346758432,0
15,83.0,0.6662727401727219,0.3600194324977111,0.5131460863352165,0
14,150.0,0.5572023032223065,0.3612031592053186,0.4592027312138125,0
14,194.8239898681641,0.4802665418383482,0.3612031592053186,0.4207348505218334,0
5,200.0,0.471373308101556,0.44213566317611386,0.4567544856388349,0
13,110.0,0.6237212622936004,0.3383794642573495,0.4810503632754749,0
11,105.0,0.6317701095241037,0.4364268459837921,0.5340984777539479,0
13,187.26614379882807,0.4932730984594533,0.3383794642573495,0.4158262813584014,0
12,60.0,0.700529568147152,0.44341685162762506,0.5719732098873885,0
6,99.0,0.6413323998818643,0.5006265670715797,0.570979483476722,0
0,148.8939208984375,0.5590814734804963,0.37995991086011455,0.46952069217030545,0
14,148.38070678710938,0.5599528260549388,0.3612031592053186,0.46057799263012866,0
12,119.0,0.6090624145058967,0.44341685162762506,0.5262396330667609,0
12,131.04180908203125,0.5891414729627786,0.44341685162762506,0.5162791622952019,0
5,150.0,0.5572023032223065,0.44213566317611386,0.49966898319921016,0
3,262.0,0.3677812704263302,0.5029511644587252,0.4353662174425277,0
5,198.64845275878903,0.473693965222354,0.44213566317611386,0.45791481419923397,0
5,191.3181304931641,0.4862976407767922,0.44213566317611386,0.464216651976453,0
12,126.36962127685548,0.5969093721050892,0.44341685162762506,0.5201631118663571,0
11,153.1156463623047,0.5519003450144924,0.4364268459837921,0.49416359549914224,0
12,193.9349365234375,0.4817954978927058,0.44341685162762506,0.4626061747601654,0
14,85.0,0.6632021918274743,0.3612031592053186,0.5122026755163964,0
0,142.63722229003906,0.5696779169664754,0.37995991086011455,0.474818913913295,0
12,200.0,0.471373308101556,0.44341685162762506,0.4573950798645905,0
0,220.0,0.43723012646066756,0.37995991086011455,0.40859501866039105,0
11,173.99472045898438,0.5161236434989316,0.4364268459837921,0.47627524474136185,0
0,90.0,0.6554657131646161,0.37995991086011455,0.5177128120123653,0
